NU_INSCRICAO;NU_ANO;NO_MUNICIPIO_RESIDENCIA;CO_UF_RESIDENCIA;SG_UF_RESIDENCIA;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;NU_IDADE;TP_SEXO;CO_MUNICIPIO_NASCIMENTO;TP_ESCOLA;TP_ENSINO;TP_ESTADO_CIVIL;TP_COR_RACA;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_STATUS_REDACAO;NU_NOTA_REDACAO;Q001;Q002;Q005;Q006
1,50E+11;2015;Porto Alegre;43;RS;;;;23;F;4303004;1;;0;1;4638;5279;4066;4151;1;620;E;E;2;C
1,50E+11;2015;São Paulo;35;SP;;;;30;F;3550308;1;;0;1;4276;5703;5411;4146;1;620;D;C;4;B
1,50E+11;2015;Pato Branco;41;PR;;;;19;F;4118501;1;;;1;5107;5647;5261;4047;1;620;E;D;3;C
1,50E+11;2015;Belo Horizonte;31;MG;;;;36;F;3106200;1;;0;2;4351;5558;5903;3883;1;620;A;B;3;D
1,50E+11;2015;Itajaí;42;SC;;;;46;F;4208203;1;;3;1;479;5384;5352;3703;1;620;B;B;3;D
1,50E+11;2015;Guarujá;35;SP;;;;20;F;3518701;1;;0;1;5192;5811;5195;3679;1;620;F;F;5;F
1,50E+11;2015;Tubarão;42;SC;;;;18;F;4218707;1;;0;1;4898;5593;5565;544;1;620;E;D;3;E
1,50E+11;2015;Nova Iguaçu;33;RJ;;;;19;M;;1;;0;3;5189;5887;5592;458;1;620;E;B;4;C
1,50E+11;2015;São Luís;21;MA;;;;22;F;2111300;1;;0;1;552;651;6028;8252;1;600;H;E;4;E
1,50E+11;2015;Belo Horizonte;31;MG;;;;17;F;3106200;1;;0;1;6605;7397;6412;7138;1;600;G;F;3;L
1,50E+11;2015;Florianópolis;42;SC;;;;20;M;4205407;1;;0;2;588;6612;5549;6737;1;600;H;D;3;D
1,50E+11;2015;Balsa Nova;41;PR;;;;20;F;4106902;1;;0;1;523;6331;6308;6576;1;600;E;E;2;G
1,50E+11;2015;Ponta Grossa;41;PR;;;;22;M;4119905;1;;0;1;5368;6263;5665;6274;1;600;C;C;5;D
1,50E+11;2015;Hortolândia;35;SP;;;;27;M;3509502;1;;0;1;5297;5699;5525;6235;1;600;E;E;3;F
1,50E+11;2015;João Pessoa;25;PB;;;;20;M;2613602;1;;0;3;560;6339;5615;6131;1;600;H;B;3;B
1,50E+11;2015;Barretos;35;SP;;;;18;F;3505500;1;;0;3;4748;5749;5549;6068;1;600;H;E;2;D
1,50E+11;2015;Juiz de Fora;31;MG;;;;19;M;3136702;1;;0;2;5841;6932;5593;5892;1;600;E;E;6;I
1,50E+11;2015;Niterói;33;RJ;;;;22;M;3303302;1;;0;1;6107;6881;6151;5883;1;600;E;E;2;G
1,50E+11;2015;Aparecida de Goiânia;52;GO;;;;29;M;5208707;1;;0;1;5356;635;6172;5662;1;600;H;E;4;C
1,50E+11;2015;Mogi das Cruzes;35;SP;;;;27;F;2913002;1;;2;3;4326;6688;6089;5643;1;600;C;E;5;C
1,50E+11;2015;Recife;26;PE;;;;28;M;2611606;1;;0;3;4717;5584;5474;5565;1;600;C;C;2;F
1,50E+11;2015;João Pessoa;25;PB;;;;17;M;2507507;1;;0;3;5466;6621;5933;5438;1;600;D;C;6;C
1,50E+11;2015;Catalão;52;GO;;;;27;M;5205109;1;;0;1;4709;5909;4744;5308;1;600;E;E;3;F
1,50E+11;2015;Uberlândia;31;MG;;;;27;F;3111101;1;;0;1;4687;5459;5341;5294;1;600;D;C;5;F
1,50E+11;2015;Ananindeua;15;PA;;;;24;F;1500800;1;;0;2;480;4985;5071;5184;1;600;E;E;6;C
1,50E+11;2015;Rio de Janeiro;33;RJ;;;;20;M;3304557;1;;0;1;4029;5395;5375;5125;1;600;C;C;5;B
1,50E+11;2015;Boa Vista;14;RR;;;;34;M;1400100;1;;1;2;4579;5989;5328;5062;1;600;B;B;3;E
1,50E+11;2015;Arapiraca;27;AL;;;;24;M;2700300;1;;0;3;3641;5171;4263;5006;1;600;B;E;2;C
1,50E+11;2015;Pelotas;43;RS;;;;21;F;4314407;1;;0;1;3725;5594;4685;4979;1;600;C;C;3;E
1,50E+11;2015;Embu das Artes;35;SP;;;;22;M;3550308;1;;0;1;5958;6567;5654;4907;1;600;H;E;2;G
1,50E+11;2015;Venâncio Aires;43;RS;;;;39;F;4310207;1;;0;1;5163;5605;5248;4858;1;600;E;E;3;C
1,50E+11;2015;Vitória;32;ES;;;;20;F;3205309;1;;;3;4954;6116;5733;4723;1;600;H;D;4;F
1,50E+11;2015;Belém;15;PA;;;;41;M;1501402;1;;1;3;5333;6157;5271;4679;1;600;D;D;9;M
1,50E+11;2015;Salvador;29;BA;;;;28;M;2927408;1;;0;2;4377;608;5697;4597;1;600;E;E;4;D
1,50E+11;2015;Floriano;22;PI;;;;16;F;2108009;1;;0;3;3502;5635;5589;4498;1;600;;;;
1,50E+11;2015;Salvador;29;BA;;;;18;F;2927408;1;;0;2;552;6531;5689;4399;1;600;B;E;3;E
1,50E+11;2015;Mossoró;24;RN;;;;22;M;2408003;1;;0;3;4613;5493;4361;4326;1;600;E;C;7;G
1,50E+11;2015;Rio de Janeiro;33;RJ;;;;30;M;3304557;1;;0;3;4649;5987;5404;4294;1;600;B;A;5;B
1,50E+11;2015;Cruz Alta;43;RS;;;;50;F;4306106;1;;3;1;5832;5717;4974;4101;1;600;A;B;2;C
1,50E+11;2015;Limoeiro;26;PE;;;;19;F;2608909;1;;0;3;5073;4806;4116;3868;1;600;B;E;5;C
1,50E+11;2015;Salvador;29;BA;;;;25;M;2927408;1;;0;2;5058;5982;5612;3787;1;600;E;E;3;D
1,50E+11;2015;Ampére;41;PR;;;;20;F;4121406;1;;0;0;512;5873;4875;3752;1;600;D;F;2;E
1,50E+11;2015;Londrina;41;PR;;;;38;M;3543808;1;;0;1;4169;6019;5837;3374;1;600;C;C;3;C
1,50E+11;2015;Quixadá;23;CE;;;;24;F;2311306;1;;0;0;4188;5977;4441;3223;1;600;B;B;4;B
1,50E+11;2015;Conselheiro Lafaiete;31;MG;;;;19;M;3118304;1;;0;1;6174;6538;5329;7268;1;580;E;E;6;G
1,50E+11;2015;São Paulo;35;SP;;;;32;F;3509502;1;;0;1;6703;6707;6213;7241;1;580;G;E;2;I
1,50E+11;2015;São Paulo;35;SP;;;;18;M;3550308;1;;0;1;482;6146;5905;7117;1;580;B;B;6;G
1,50E+11;2015;Itabira;31;MG;;;;23;F;3144805;1;;1;1;539;6076;5614;6555;1;580;D;C;2;I
1,50E+11;2015;Três Corações;31;MG;;;;23;M;3169307;1;;0;1;5445;6027;5573;5634;1;580;B;B;4;D
1,50E+11;2015;Pelotas;43;RS;;;;24;M;4314407;1;;0;2;5494;5992;528;5245;1;580;C;E;4;D
1,50E+11;2015;Carapicuíba;35;SP;;;;23;F;2903904;1;;;1;4718;5758;5445;5215;1;580;H;C;2;C
1,50E+11;2015;São Paulo;35;SP;;;;28;F;3550308;1;;0;1;5424;5809;6159;5165;1;580;F;F;4;G
1,50E+11;2015;Belo Horizonte;31;MG;;;;26;F;3550308;1;;0;1;5029;5745;5614;4678;1;580;G;B;3;C
1,50E+11;2015;Recife;26;PE;;;;39;F;2611606;1;;2;3;5183;5458;4979;4664;1;580;A;C;1;B
1,50E+11;2015;Brasília;53;DF;;;;32;F;3106200;1;;1;3;4417;6139;5409;4633;1;580;D;C;4;J
1,50E+11;2015;Coroaci;31;MG;;;;22;M;3512803;1;;0;3;5271;6179;5378;4537;1;580;B;B;4;D
1,50E+11;2015;Coromandel;31;MG;;;;20;M;3119302;1;;0;1;4426;6028;4962;4517;1;580;E;F;2;E
1,50E+11;2015;São Miguel Arcanjo;35;SP;;;;20;F;3550209;1;;0;3;503;5944;530;4453;1;580;C;B;2;E
1,50E+11;2015;Rio de Janeiro;33;RJ;;;;25;F;3303203;1;;0;2;4075;4071;4562;4444;1;580;B;C;5;C
1,50E+11;2015;Santo Antônio de Pádua;33;RJ;;;;21;F;3304706;1;;1;1;505;5789;5511;4275;1;580;B;E;4;C
1,50E+11;2015;Santa Cruz do Sul;43;RS;;;;25;M;4316808;1;;0;1;5262;6237;5252;4218;1;580;D;E;2;H
1,50E+11;2015;Mossoró;24;RN;;;;30;F;2408003;1;;0;3;4411;5627;5166;4024;1;580;B;B;3;B
1,50E+11;2015;São José de Mipibu;24;RN;;;;18;F;2408805;1;;0;3;4492;536;5509;3984;1;580;B;B;6;B
1,50E+11;2015;São Paulo;35;SP;;;;24;F;3534708;1;;0;2;4132;5082;440;3981;1;580;E;C;1;A
1,50E+11;2015;Teresina;22;PI;;;;27;M;2103604;1;;0;3;5028;6372;5471;3955;1;580;B;G;3;G
1,50E+11;2015;Salvador;29;BA;;;;25;F;2927408;1;;0;2;4913;5202;3977;3702;1;580;H;C;3;C
1,50E+11;2015;Barra do Bugres;51;MT;;;;16;F;5101704;1;;0;1;4623;4835;5188;3558;1;580;E;C;4;B
1,50E+11;2015;Salvador;29;BA;;;;20;F;2927408;1;;0;3;5092;5621;5252;3531;1;580;E;E;3;B
1,50E+11;2015;Manaus;13;AM;;;;24;F;1302603;1;;0;3;471;5707;5556;569;1;580;A;A;4;C
1,50E+11;2015;Belém;15;PA;;;;24;F;1501402;1;;0;3;3847;5281;458;527;1;580;C;C;3;B
1,50E+11;2015;Belém;15;PA;;;;18;M;1501402;1;;0;3;6485;6249;5632;521;1;580;B;B;4;E
1,50E+11;2015;Santo André;35;SP;;;;22;F;2203503;1;;0;1;4946;5155;5375;482;1;580;E;B;4;D
1,50E+11;2015;São Paulo;35;SP;;;;20;M;3550308;1;;0;4;5936;6961;6792;7805;1;560;F;F;3;H
1,50E+11;2015;Mossoró;24;RN;;;;30;M;2408003;1;;1;1;6483;7392;7089;7074;1;560;G;G;3;O
1,50E+11;2015;Miguel Pereira;33;RJ;;;;23;M;3302908;1;;0;1;6143;6218;5929;6563;1;560;C;C;4;D
1,50E+11;2015;Ribeirão Preto;35;SP;;;;15;M;3543402;1;;0;1;5635;5908;5908;6414;1;560;G;F;4;I
1,50E+11;2015;São Bernardo do Campo;35;SP;;;;28;M;3548708;1;;1;1;4734;6378;5781;6313;1;560;E;E;2;G
1,50E+11;2015;Suzano;35;SP;;;;26;M;3552502;1;;0;2;4546;5993;5708;6243;1;560;D;B;4;I
1,50E+11;2015;Piracicaba;35;SP;;;;26;F;3538709;1;;0;1;5793;6469;608;5992;1;560;C;E;4;H
1,50E+11;2015;Votuporanga;35;SP;;;;22;M;3550308;1;;0;1;5232;5796;5948;5617;1;560;F;B;4;D
1,50E+11;2015;Votorantim;35;SP;;;;19;M;3557006;1;;0;1;4978;6108;5945;5598;1;560;D;C;5;D
1,50E+11;2015;Belo Horizonte;31;MG;;;;29;F;3106200;1;;0;0;4691;6344;5312;5203;1;560;E;E;2;D
1,50E+11;2015;Belém;15;PA;;;;31;M;1501402;1;;0;3;4689;559;4778;5197;1;560;C;B;2;C
1,50E+11;2015;Betim;31;MG;;;;22;F;3118601;1;;0;1;513;6181;5666;5092;1;560;E;E;2;C
1,50E+11;2015;Goiânia;52;GO;;;;19;M;5215306;1;;0;1;4971;596;5173;5074;1;560;E;C;4;B
1,50E+11;2015;Sumaré;35;SP;;;;23;F;3552403;1;;0;3;476;6138;5631;5037;1;560;B;B;4;E
1,50E+11;2015;Pato Branco;41;PR;;;;20;F;5108600;1;;0;1;4368;5896;5297;4964;1;560;B;B;7;L
1,50E+11;2015;Mococa;35;SP;;;;33;F;3530508;1;;0;1;5013;5926;5332;4902;1;560;C;C;4;E
1,50E+11;2015;Professor Jamil;52;GO;;;;16;F;5208707;1;;0;1;4947;5926;5321;4828;1;560;B;B;5;B
1,50E+11;2015;Campo Grande;50;MS;;;;20;F;3147402;1;;0;2;4837;5818;5135;4699;1;560;B;B;4;C
1,50E+11;2015;Juiz de Fora;31;MG;;;;18;M;3136702;1;;0;3;4792;5342;4938;4691;1;560;C;D;6;C
1,50E+11;2015;São João de Meriti;33;RJ;;;;19;F;3304557;1;;0;3;4108;5124;4929;4573;1;560;E;E;8;E
1,50E+11;2015;São José dos Pinhais;41;PR;;;;25;M;4106902;1;;1;1;5212;5233;4967;4558;1;560;E;E;2;G
1,50E+11;2015;São Paulo;35;SP;;;;45;M;;1;;1;2;5686;6296;5915;4471;1;560;C;C;4;C
1,50E+11;2015;Belém;15;PA;;;;24;F;2101202;1;;0;2;446;4729;4643;4466;1;560;D;D;4;E
1,50E+11;2015;Rio de Janeiro;33;RJ;;;;20;M;3304557;1;;0;4;4622;5896;5353;4376;1;560;E;C;3;F
1,50E+11;2015;Caruaru;26;PE;;;;23;F;2604106;1;;0;3;3993;5045;4331;4264;1;560;E;E;6;B
1,50E+11;2015;Araçuaí;31;MG;;;;19;M;3103405;1;;0;3;4246;5876;5342;4261;1;560;B;B;3;C
1,50E+11;2015;Pão de Açúcar;27;AL;;;;18;F;2706406;1;;0;3;3647;4248;3824;4182;1;560;B;B;4;C
1,50E+11;2015;Salvador;29;BA;;;;17;F;2927408;1;;0;2;4374;5681;4849;4128;1;560;E;E;5;D
1,50E+11;2015;Santa Luzia;31;MG;;;;22;F;3106200;1;;0;3;4703;5763;500;4101;1;560;B;E;4;D
1,50E+11;2015;Feira de Santana;29;BA;;;;35;M;2927408;1;;1;3;516;5805;4733;4029;1;560;B;B;4;B
1,50E+11;2015;Canarana;51;MT;;;;19;F;5102702;1;;0;5;5737;5851;5546;4026;1;560;E;E;11;G
1,50E+11;2015;São José;42;SC;;;;22;F;4216602;1;;0;1;4896;5426;496;4004;1;560;D;C;4;H
1,50E+11;2015;Teresina;22;PI;;;;25;F;2211001;1;;0;3;5072;642;5824;3994;1;560;G;D;3;E
1,50E+11;2015;Pelotas;43;RS;;;;21;M;4314407;1;;0;1;4858;4929;4931;3898;1;560;C;D;3;C
1,50E+11;2015;São Paulo;35;SP;;;;16;F;3550308;1;;0;1;4632;5118;454;3879;1;560;F;E;4;H
1,50E+11;2015;Araci;29;BA;;;;22;F;2902104;1;;0;1;4397;5063;4455;3823;1;560;E;E;3;C
1,50E+11;2015;João Pessoa;25;PB;;;;27;F;2507507;1;;0;1;4653;5076;5242;3806;1;560;A;A;8;F
1,50E+11;2015;Diadema;35;SP;;;;24;F;2310803;1;;1;2;5995;5573;5359;3777;1;560;B;D;2;C
1,50E+11;2015;Gurinhém;25;PB;;;;21;F;2506400;1;;0;3;4346;5171;4843;3665;1;560;E;G;5;B
1,50E+11;2015;João Pessoa;25;PB;;;;16;F;2601201;1;;0;3;4489;5818;5021;3512;1;560;E;F;4;F
1,50E+11;2015;Brasília;53;DF;;;;19;M;5300108;1;;0;3;4973;5211;4746;3512;1;560;C;B;7;E
1,50E+11;2015;Rio de Janeiro;33;RJ;;;;22;M;3304557;1;;0;1;4541;6246;5973;3509;1;560;E;E;3;H
1,50E+11;2015;Aracaju;28;SE;;;;24;F;2207702;1;;0;1;4896;5976;5229;3377;1;560;B;B;3;C
1,50E+11;2015;Catalão;52;GO;;;;25;F;5205109;1;;;1;377;5481;5599;3307;1;560;F;B;5;D
1,50E+11;2015;Recife;26;PE;;;;25;F;2611606;1;;0;3;4552;5348;5529;3211;1;560;F;E;6;G
1,50E+11;2015;Vitória;32;ES;;;;22;M;3204708;1;;0;1;5167;639;6335;618;1;560;B;C;4;C
1,50E+11;2015;Sorocaba;35;SP;;;;22;F;3527405;1;;0;1;5046;6156;5656;606;1;560;F;F;4;F
1,50E+11;2015;Curitiba;41;PR;;;;20;M;;1;;0;3;647;4753;5457;601;1;560;E;D;4;G
1,50E+11;2015;Ilhéus;29;BA;;;;27;F;2913606;1;;1;4;4726;549;5058;365;1;560;B;B;4;C
1,50E+11;2015;Campos dos Goytacazes;33;RJ;;;;33;M;3301009;1;;0;1;640;6806;6052;6906;1;540;C;D;4;F
1,50E+11;2015;Salvador;29;BA;;;;27;M;2302008;1;;0;3;4563;6495;5946;6715;1;540;D;E;5;F
1,50E+11;2015;Capão Bonito;35;SP;;;;42;M;3510203;1;;1;1;5285;6278;5659;6402;1;540;B;B;1;F
1,50E+11;2015;Simão Dias;28;SE;;;;21;M;2800308;1;;0;2;5529;6396;5941;6183;1;540;C;F;5;C
1,50E+11;2015;São Paulo;35;SP;;;;18;F;3550308;1;;0;1;5094;6094;5575;5996;1;540;E;E;4;D
1,50E+11;2015;Penha;42;SC;;;;48;F;3550308;1;;2;1;5525;5925;611;5797;1;540;H;C;2;C
1,50E+11;2015;Hortolândia;35;SP;;;;18;F;3509502;1;;0;1;4481;6158;5749;5669;1;540;D;E;4;D
1,50E+11;2015;Taubaté;35;SP;;;;21;M;3554102;1;;0;2;4645;4646;5056;5496;1;540;D;D;4;F
1,50E+11;2015;Poá;35;SP;;;;20;M;3515707;1;;0;1;4926;6604;6082;5369;1;540;E;D;4;G
1,50E+11;2015;Belém;15;PA;;;;24;M;1501402;1;;0;3;5798;6388;5941;5324;1;540;B;B;4;D
1,50E+11;2015;Belo Horizonte;31;MG;;;;31;M;3106200;1;;0;1;5097;5798;5803;4823;1;540;D;B;1;B
1,50E+11;2015;Camaçari;29;BA;;;;20;M;2905701;1;;0;2;4676;535;5078;4755;1;540;E;E;4;F
1,50E+11;2015;Diadema;35;SP;;;;23;F;3548708;1;;0;1;4671;5713;4595;4533;1;540;E;D;3;G
1,50E+11;2015;Guarapuava;41;PR;;;;21;M;4106902;1;;0;1;5194;6111;5904;4529;1;540;H;E;3;C
1,50E+11;2015;Governador Valadares;31;MG;;;;39;M;3127701;1;;1;3;5136;529;4664;4407;1;540;D;D;3;C
1,50E+11;2015;Nilópolis;33;RJ;;;;20;F;3303203;1;;0;2;5258;5735;5083;4399;1;540;E;D;3;C
1,50E+11;2015;Contagem;31;MG;;;;19;F;3106200;1;;0;1;4904;5265;5468;4315;1;540;E;E;4;G
1,50E+11;2015;Recife;26;PE;;;;33;F;3529401;1;;0;1;4194;5915;5364;4171;1;540;B;C;4;C
1,50E+11;2015;Santo Antônio de Pádua;33;RJ;;;;20;F;3304706;1;;0;1;4522;6245;5968;4051;1;540;C;E;3;D
1,50E+11;2015;São Paulo;35;SP;;;;18;F;3550308;1;;0;1;5479;6458;5729;3998;1;540;E;B;4;E
1,50E+11;2015;Caruaru;26;PE;;;;27;M;2601300;1;;0;1;5391;5607;4879;3934;1;540;B;B;3;B
1,50E+11;2015;São Paulo;35;SP;;;;19;F;3550308;1;;1;3;4418;4771;4483;3778;1;540;H;D;5;C
1,50E+11;2015;Rio de Janeiro;33;RJ;;;;25;F;3304557;1;;0;1;3928;5999;5534;3756;1;540;D;E;5;B
1,50E+11;2015;Itumbiara;52;GO;;;;23;F;5002902;1;;0;3;4754;4566;4834;3717;1;540;A;A;5;D
1,50E+11;2015;Juazeiro do Norte;23;CE;;;;24;F;;1;;1;3;510;6056;6025;3495;1;540;A;B;2;B
1,50E+11;2015;Palmas;41;PR;;;;19;F;4207809;1;;0;3;3393;4545;3897;3408;1;540;B;B;6;B
1,50E+11;2015;Canoas;43;RS;;;;23;F;4314902;1;;0;2;5107;549;5749;598;1;540;B;E;5;E
1,50E+11;2015;Cássia dos Coqueiros;35;SP;;;;20;M;3509403;1;;0;3;5431;5434;4899;532;1;540;E;G;5;I
1,50E+11;2015;Belo Horizonte;31;MG;;;;37;F;3106200;1;;0;3;3685;4743;4559;453;1;540;C;C;3;D
1,50E+11;2015;Sabará;31;MG;;;;28;F;3106200;1;;0;1;5032;5493;4884;367;1;540;E;C;2;C
1,50E+11;2015;Indaiatuba;35;SP;;;;18;F;3509502;1;;0;1;6388;6386;5814;6997;1;520;E;E;4;J
1,50E+11;2015;Arapongas;41;PR;;;;18;M;4101507;1;;0;1;5724;6284;4707;6923;1;520;F;G;3;O
1,50E+11;2015;Atibaia;35;SP;;;;20;F;3504107;1;;0;4;5573;5998;5672;6153;1;520;E;C;4;E
1,50E+11;2015;Sousa;25;PB;;;;27;F;2504306;1;;1;3;5492;6457;569;6006;1;520;C;E;3;F
1,50E+11;2015;Rosário;21;MA;;;;26;M;2109601;1;;0;2;3816;5893;5342;5841;1;520;D;E;7;E
1,50E+11;2015;Cotia;35;SP;;;;19;M;3513009;1;;0;2;5232;6226;5373;5623;1;520;E;B;5;E
1,50E+11;2015;Maringá;41;PR;;;;27;M;4106902;1;;0;2;4828;6572;5173;5412;1;520;A;C;2;D
1,50E+11;2015;Jataí;52;GO;;;;19;M;5213103;1;;0;3;4644;6071;4898;5287;1;520;H;E;4;E
1,50E+11;2015;Mossoró;24;RN;;;;19;M;2408003;1;;0;1;5923;6005;559;5126;1;520;C;G;3;E
1,50E+11;2015;Fortaleza;23;CE;;;;17;M;2304400;1;;0;1;430;4442;4212;4971;1;520;C;E;3;C
1,50E+11;2015;Mairiporã;35;SP;;;;18;M;3550308;1;;0;2;5553;6792;6649;4811;1;520;B;B;2;C
1,50E+11;2015;Porto Feliz;35;SP;;;;27;M;3540606;1;;;1;5656;5938;5715;4653;1;520;E;E;4;C
1,50E+11;2015;São Luís;21;MA;;;;22;F;2108603;1;;0;3;4227;5858;5206;4073;1;520;E;B;3;C
1,50E+11;2015;Nova Esperança;41;PR;;;;20;F;4116901;1;;0;3;3812;5477;4763;4042;1;520;B;B;5;C
1,50E+11;2015;Belo Horizonte;31;MG;;;;23;M;3145307;1;;0;2;5216;6242;5121;4037;1;520;E;E;2;B
1,50E+11;2015;Rio de Janeiro;33;RJ;;;;17;M;3304557;1;;0;3;3815;5877;476;4001;1;520;C;D;3;D
1,50E+11;2015;Porto Alegre;43;RS;;;;20;F;4314902;1;;0;2;3761;5497;5219;3965;1;520;B;B;6;F
1,50E+11;2015;Mossoró;24;RN;;;;23;F;2408003;1;;0;1;3921;4793;4136;3914;1;520;B;B;5;B
1,50E+11;2015;São Paulo;35;SP;;;;22;F;3547809;1;;0;1;5272;604;6178;3885;1;520;E;B;7;D
1,50E+11;2015;Olinda;26;PE;;;;19;M;2611606;1;;0;2;4436;5191;5212;3857;1;520;H;B;3;C
1,50E+11;2015;Rio de Janeiro;33;RJ;;;;23;F;3304557;1;;0;3;4307;5618;4469;3695;1;520;D;B;4;E
1,50E+11;2015;Salvador;29;BA;;;;21;F;2927408;1;;0;2;5003;4912;4159;3687;1;520;H;E;4;B
1,50E+11;2015;Pelotas;43;RS;;;;46;M;4314605;1;;1;1;389;5483;5123;3527;1;520;E;E;5;D
1,50E+11;2015;Serrana;35;SP;;;;18;M;2313203;1;;0;1;5086;5616;5471;3241;1;520;D;D;5;G
1,50E+11;2015;Santarém;15;PA;;;;24;M;4314902;1;;0;1;5634;6466;6498;700;1;520;E;E;5;H
1,50E+11;2015;Curitiba;41;PR;;;;16;M;4106902;1;;0;1;5856;7151;6266;7792;1;500;F;G;4;Q
1,50E+11;2015;São Leopoldo;43;RS;;;;29;F;4318705;1;;2;1;6075;6061;5732;7011;1;500;E;D;2;E
1,50E+11;2015;Gravataí;43;RS;;;;21;M;4309209;1;;1;1;5042;6105;5378;5573;1;500;E;E;2;C
1,50E+11;2015;Santa Bárbara;31;MG;;;;20;M;3157203;1;;0;3;5236;6081;485;5208;1;500;D;C;4;D
1,50E+11;2015;Rio de Janeiro;33;RJ;;;;24;M;3304557;1;;0;1;4803;581;5491;5084;1;500;H;B;1;C
1,50E+11;2015;Taboão da Serra;35;SP;;;;23;M;3513009;1;;0;3;4884;6134;5236;4788;1;500;A;C;5;C
1,50E+11;2015;Santa Rita de Minas;31;MG;;;;27;F;3113404;1;;0;3;4185;5509;4814;4521;1;500;B;B;6;C
1,50E+11;2015;Belém;15;PA;;;;22;M;1502103;1;;0;3;5025;4758;5125;4363;1;500;D;E;3;B
1,50E+11;2015;Brasília;53;DF;;;;54;M;2602100;1;;0;3;5639;6454;5331;4165;1;500;B;C;1;C
1,50E+11;2015;Caraguatatuba;35;SP;;;;21;F;3136702;1;;;3;3983;5323;4889;4108;1;500;B;D;2;C
1,50E+11;2015;Belo Horizonte;31;MG;;;;46;M;3106200;1;;2;1;518;6542;5563;4107;1;500;B;B;2;C
1,50E+11;2015;Foz do Iguaçu;41;PR;;;;25;F;3550308;1;;0;1;525;5587;5085;4086;1;500;E;D;2;E
1,50E+11;2015;São Paulo;35;SP;;;;21;F;3550308;1;;0;2;3579;395;4903;3901;1;500;H;E;5;C
1,50E+11;2015;Vitória da Conquista;29;BA;;;;18;F;2933307;1;;0;1;441;5589;5441;3885;1;500;D;E;3;F
1,50E+11;2015;Jaú;35;SP;;;;20;F;3525300;1;;0;1;5292;5916;5533;3807;1;500;D;D;5;H
1,50E+11;2015;Rio de Janeiro;33;RJ;;;;15;F;3304557;1;;0;2;4834;5953;5593;3758;1;500;F;G;5;C
1,50E+11;2015;Governador Mangabeira;29;BA;;;;21;M;2929008;1;;0;2;4778;5602;4454;3741;1;500;D;E;6;E
1,50E+11;2015;Montes Claros;31;MG;;;;22;M;3128006;1;;1;1;4065;513;4075;3708;1;500;B;B;2;B
1,50E+11;2015;Rio de Janeiro;33;RJ;;;;22;F;3304557;1;;0;3;3989;6003;5604;3672;1;500;A;D;3;C
1,50E+11;2015;Presidente Prudente;35;SP;;;;18;F;3541406;1;;0;3;4568;545;5325;3569;1;500;B;B;3;B
1,50E+11;2015;Rio de Janeiro;33;RJ;;;;40;F;3304557;1;;0;1;4029;5143;4382;3412;1;500;D;B;2;D
1,50E+11;2015;Curitiba;41;PR;;;;23;F;4106902;1;;0;1;5113;5294;5289;3407;1;500;F;B;2;C
1,50E+11;2015;São Paulo;35;SP;;;;19;F;3550308;1;;0;3;0;4427;4342;3361;1;500;D;G;10;D
1,50E+11;2015;Maceió;27;AL;;;;19;F;2704302;1;;0;3;4943;455;5072;3329;1;500;A;B;5;A
1,50E+11;2015;Mari;25;PB;;;;20;F;2509107;1;;0;1;420;5479;4526;3199;1;500;B;B;5;B
1,50E+11;2015;Belo Horizonte;31;MG;;;;22;F;3106200;1;;0;3;395;4754;3322;641;1;500;D;C;3;C
1,50E+11;2015;São Paulo;35;SP;;;;31;M;3550308;1;;0;2;4558;4976;4729;459;1;500;H;E;5;B
1,50E+11;2015;Itapeva;35;SP;;;;19;F;3522406;1;;0;1;5501;5749;5447;6303;1;480;E;E;4;E
1,50E+11;2015;Rio de Janeiro;33;RJ;;;;23;M;3304557;1;;0;3;4749;6008;5987;6162;1;480;D;D;4;F
1,50E+11;2015;Vila Velha;32;ES;;;;30;F;3205200;1;;1;1;5286;5353;5249;5813;1;480;E;C;3;E
1,50E+11;2015;Canelinha;42;SC;;;;19;M;4202909;1;;0;1;5987;658;579;5764;1;480;D;C;4;F
1,50E+11;2015;Sant'Ana do Livramento;43;RS;;;;24;F;4317103;1;;1;1;4531;5787;4502;5718;1;480;C;C;2;E
1,50E+11;2015;Medianeira;41;PR;;;;20;M;4115804;1;;0;1;5128;5562;3721;5681;1;480;B;B;5;E
1,50E+11;2015;Juazeiro do Norte;23;CE;;;;18;M;2307304;1;;0;3;4824;5307;4498;5474;1;480;B;B;5;B
1,50E+11;2015;Belo Horizonte;31;MG;;;;23;F;3106200;1;;0;2;5527;5851;6195;5436;1;480;F;E;3;F
1,50E+11;2015;Brasília;53;DF;;;;20;F;5300108;1;;0;3;508;5534;5738;5173;1;480;E;D;5;F
1,50E+11;2015;Itatiaia;33;RJ;;;;19;M;3304201;1;;0;3;4997;563;498;5066;1;480;E;D;3;D
1,50E+11;2015;Natal;24;RN;;;;20;F;2408003;1;;0;3;3886;5179;5342;4751;1;480;B;B;4;B
1,50E+11;2015;Franco da Rocha;35;SP;;;;17;F;3552809;1;;0;1;4911;6026;5277;4652;1;480;C;B;5;D
