NU_INSCRICAO;NU_ANO;NO_MUNICIPIO_RESIDENCIA;CO_UF_RESIDENCIA;SG_UF_RESIDENCIA;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;NU_IDADE;TP_SEXO;CO_MUNICIPIO_NASCIMENTO;TP_ESCOLA;TP_ENSINO;TP_ESTADO_CIVIL;TP_COR_RACA;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_STATUS_REDACAO;NU_NOTA_REDACAO;Q001;Q002;Q005;Q006
1,80E+11;2018;Parnamirim;24;RN;;;;30;F;2408102;1;1;1;1;5062;5908;5328;3924;1;520;E;F;2;B
1,80E+11;2018;Horizonte;23;CE;;;;46;M;2304400;1;1;1;3;5708;6113;5571;537;1;280;B;B;4;E
1,80E+11;2018;Fortaleza;23;CE;;;;23;M;2304400;1;1;0;3;5731;6926;6111;7502;1;780;E;E;4;E
1,80E+11;2018;Camboriú;42;SC;;;;27;F;4203006;1;3;1;1;4592;632;6137;4802;1;580;B;D;5;F
1,80E+11;2018;Uruguaiana;43;RS;;;;25;F;4322400;1;1;1;1;4884;5964;4385;4862;1;540;E;E;2;B
1,80E+11;2018;Pimenta Bueno;11;RO;1;1;1;17;F;1100049;1;1;0;1;5307;5898;582;6249;1;780;E;E;2;B
1,80E+11;2018;São Luís;21;MA;;;;22;F;2111300;1;1;0;1;5223;6609;6399;5967;1;720;E;F;4;E
1,80E+11;2018;Vereda;29;BA;;;;20;F;3505708;1;1;0;3;4179;5014;4514;4334;1;400;B;E;4;C
1,80E+11;2018;Brasília;53;DF;;;;32;F;5300108;1;1;0;3;5679;6177;5965;5701;1;400;D;D;3;B
1,80E+11;2018;São Paulo;35;SP;;;;39;F;3550308;1;1;1;3;4234;4364;4097;5259;1;780;C;B;5;J
1,80E+11;2018;Brasília;53;DF;;;;25;F;2211001;1;1;0;3;5947;6359;5683;6009;1;460;H;H;3;C
1,80E+11;2018;Petrolina;26;PE;;;;29;M;2611101;1;1;0;2;4063;447;4816;4786;1;340;B;E;4;C
1,80E+11;2018;Belém;15;PA;;;;23;F;1501402;1;3;0;3;3894;4485;4379;479;1;400;A;A;2;A
1,80E+11;2018;Tapurah;51;MT;;;;20;F;4200408;1;1;0;1;4524;4721;4937;4859;1;380;E;C;1;D
1,80E+11;2018;Piraquara;41;PR;;;;18;F;4106902;1;1;0;1;568;6192;6411;5429;1;780;H;E;1;C
1,80E+11;2018;Campo Grande;50;MS;;;;18;F;5002704;1;1;0;3;4403;5405;4565;5035;1;740;E;E;6;C
1,80E+11;2018;Itapira;35;SP;;;;18;F;3522604;1;1;0;1;3995;5904;3577;4939;1;520;D;B;4;A
1,80E+11;2018;Almirante Tamandaré;41;PR;;;;23;F;4106902;1;1;1;1;4951;6198;5906;4669;1;340;D;B;3;E
1,80E+11;2018;Salvador;29;BA;;;;28;M;2927408;1;1;0;3;5887;6781;6361;6702;1;440;C;E;4;I
1,80E+11;2018;Porto Velho;11;RO;;;;23;M;1100205;1;1;0;3;5507;6724;633;5261;1;600;E;E;5;D
1,80E+11;2018;São Desidério;29;BA;;;;20;F;2928901;1;1;0;2;4029;4781;4616;3849;1;320;B;D;6;B
1,80E+11;2018;Cumbe;28;SE;;;;23;M;2804607;1;1;0;3;5999;6724;5504;4089;1;840;B;B;4;B
1,80E+11;2018;Carapicuíba;35;SP;;;;32;F;3534401;1;1;0;3;4357;6261;4775;5292;1;600;C;C;2;D
1,80E+11;2018;São Luís;21;MA;;;;17;M;2111300;1;1;0;3;4922;6591;5872;5905;1;920;H;E;2;B
1,80E+11;2018;Boa Vista;14;RR;1;1;1;18;F;1400100;1;1;0;1;553;6337;6038;5052;1;600;E;H;3;B
1,80E+11;2018;Cuiabá;51;MT;;;;20;F;5103403;1;1;0;1;5328;6225;5475;5568;1;740;H;E;5;D
1,80E+11;2018;Natal;24;RN;;;;22;F;2408102;1;1;0;1;5224;6404;5355;6125;1;580;B;E;2;C
1,80E+11;2018;Ipaba;31;MG;;;;21;F;3119401;1;1;0;3;4367;567;4397;521;1;520;D;D;4;D
1,80E+11;2018;Trairi;23;CE;;;;22;F;2313500;1;1;0;3;5138;5313;5511;5284;1;400;B;B;4;B
1,80E+11;2018;Itajaí;42;SC;;;;23;F;4208203;1;1;0;3;5617;5502;5298;4989;1;520;B;B;1;B
1,80E+11;2018;Ji-Paraná;11;RO;;;;19;M;1100122;1;1;0;3;6384;6387;5955;7584;1;800;H;D;4;H
1,80E+11;2018;Maracanaú;23;CE;;;;18;M;2307650;1;1;0;3;5013;5039;5143;5417;1;720;E;B;3;E
1,80E+11;2018;Viamão;43;RS;;;;35;F;4314902;1;1;1;1;4831;6462;5181;497;1;300;C;E;3;E
1,80E+11;2018;Salvador;29;BA;;;;32;F;2927408;1;1;0;2;5593;6479;6018;5767;1;560;E;E;3;C
1,80E+11;2018;Jataí;52;GO;;;;15;M;5211909;1;;0;1;544;6687;6217;6844;1;500;B;C;4;E
1,80E+11;2018;Salvador;29;BA;;;;21;M;2928604;1;1;0;2;4897;5656;6049;6673;1;680;E;E;4;C
1,80E+11;2018;Belém;15;PA;;;;26;M;1504604;1;1;0;1;4434;5497;488;5644;1;600;F;H;4;C
1,80E+11;2018;Maringá;41;PR;;;;18;M;4115200;1;1;0;2;5424;625;6584;725;1;920;E;E;5;I
1,80E+11;2018;Salvador;29;BA;;;;21;F;2927408;1;1;0;3;4651;6437;6427;6393;1;640;C;E;2;B
1,80E+11;2018;Boa Vista;14;RR;1;1;1;17;F;1400100;1;1;0;3;5175;591;5377;562;1;540;E;E;2;B
1,80E+11;2018;Nova Iguaçu;33;RJ;;;;24;F;3303500;1;1;0;2;4629;5931;5947;6933;1;740;D;B;2;B
1,80E+11;2018;Betim;31;MG;;;;19;F;;1;1;0;3;4616;5998;5474;5262;1;540;B;E;3;C
1,80E+11;2018;Catu;29;BA;;;;19;M;2900702;1;1;0;2;551;6216;5958;7261;1;920;D;F;5;F
1,80E+11;2018;Valinhos;35;SP;;;;22;M;2932606;1;1;0;3;5241;5428;5254;4736;1;500;B;B;2;C
1,80E+11;2018;Ribeirão Preto;35;SP;;;;21;F;3543402;1;1;0;3;520;6958;6729;5303;1;800;B;C;5;C
1,80E+11;2018;Campo Grande;50;MS;;;;42;M;5002704;1;3;2;3;5179;5921;5662;6205;1;500;D;B;2;C
1,80E+11;2018;Salvador;29;BA;;;;27;F;2927408;1;1;0;2;6047;7213;3894;4137;1;580;C;E;3;B
1,80E+11;2018;Brasília;53;DF;;;;19;F;5300108;1;1;0;1;6453;6736;6611;6662;1;800;A;B;2;B
1,80E+11;2018;Brasília;53;DF;;;;22;F;5300108;1;1;0;3;4251;5325;489;4415;1;600;F;E;7;B
1,80E+11;2018;Cosmópolis;35;SP;;;;26;M;3521705;1;1;1;1;6129;6488;5675;6054;1;520;B;B;2;D
1,80E+11;2018;Paço do Lumiar;21;MA;;;;21;M;2111300;1;1;0;3;4119;639;5374;6049;1;960;D;E;6;B
1,80E+11;2018;Palmas;17;TO;;;;33;F;5208707;1;1;;1;592;6457;5859;4761;1;620;H;H;1;D
1,80E+11;2018;Salvador;29;BA;;;;27;F;2308401;1;1;0;3;4548;5468;4294;3944;1;480;B;D;3;C
1,80E+11;2018;Olinda;26;PE;;;;24;M;2611606;1;1;;3;4466;5586;4964;4145;1;520;B;B;8;G
1,80E+11;2018;Viçosa;31;MG;;;;25;F;3203700;1;1;1;1;4569;5808;5498;5561;1;520;B;E;2;E
1,80E+11;2018;Irecê;29;BA;;;;19;F;2914604;1;1;0;3;443;6712;6125;5198;1;600;A;B;4;C
1,80E+11;2018;Santa Maria;43;RS;;;;24;M;4311106;1;1;0;1;5668;7059;6438;6533;1;860;D;B;20;A
1,80E+11;2018;Araújos;31;MG;;;;29;F;3103900;1;1;0;3;5527;621;5546;4756;1;640;A;G;1;C
1,80E+11;2018;Belo Horizonte;31;MG;;;;25;F;3106200;1;1;0;3;5145;6288;6066;5836;1;340;H;E;4;C
1,80E+11;2018;Mauá;35;SP;;;;18;F;3547809;1;1;0;1;5847;6358;5939;657;1;800;E;C;4;C
1,80E+11;2018;Marituba;15;PA;;;;18;M;1504422;1;1;0;3;5229;6274;5532;427;1;360;E;B;4;B
1,80E+11;2018;Londrina;41;PR;;;;20;M;3538808;1;1;0;1;5657;6338;6342;5775;1;680;F;E;5;J
1,80E+11;2018;Jatobá;26;PE;;;;18;F;;1;;0;5;5039;5811;5169;5502;1;360;C;G;5;C
1,80E+11;2018;Santana dos Garrotes;25;PB;;;;25;F;2511301;1;1;0;3;6541;6666;5883;7356;1;820;E;D;3;C
1,80E+11;2018;João Pessoa;25;PB;;;;23;F;2507507;1;1;0;1;5065;5679;5182;485;1;440;E;G;4;C
1,80E+11;2018;Fortaleza;23;CE;;;;19;F;2304400;1;1;0;2;5283;4988;6234;6709;1;620;E;E;4;G
1,80E+11;2018;Amambai;50;MS;;;;19;F;5000609;1;1;0;1;5618;5782;6307;4648;1;720;C;G;2;C
1,80E+11;2018;Salvador;29;BA;;;;26;F;2927408;1;1;0;2;5018;5081;452;4325;1;580;E;E;2;C
1,80E+11;2018;Charqueadas;43;RS;;;;38;M;4318408;1;1;0;1;4867;4391;5114;5393;1;540;D;B;1;C
1,80E+11;2018;Porto Velho;11;RO;;;;44;F;1100205;1;1;;3;4259;5375;4702;4165;1;280;E;E;4;C
1,80E+11;2018;Alagoinhas;29;BA;;;;28;F;2900702;1;1;0;2;5019;5894;5219;4822;1;500;C;B;6;C
1,80E+11;2018;Camaragibe;26;PE;;;;20;F;2603454;1;1;0;3;4458;4639;4184;4269;1;300;B;E;4;B
1,80E+11;2018;Bom Jesus;22;PI;;;;22;F;2201903;1;1;0;2;4834;4895;4616;5405;1;280;B;B;6;B
1,80E+11;2018;Arapiraca;27;AL;;;;19;M;2700300;1;;0;3;4424;5884;5473;4093;1;500;B;A;3;C
1,80E+11;2018;Janaúba;31;MG;;;;20;M;3135100;1;1;0;3;5085;5954;4814;5653;1;380;B;F;6;C
1,80E+11;2018;Água Branca;22;PI;;;;31;M;2203503;1;1;1;1;541;6205;5438;6984;1;540;A;D;4;E
1,80E+11;2018;Conceição da Feira;29;BA;;;;19;F;2910800;1;1;0;2;4451;5632;5442;4592;1;340;H;E;5;B
1,80E+11;2018;Recife;26;PE;;;;24;F;2611606;1;3;0;3;4125;5122;3851;5536;1;260;H;E;1;B
1,80E+11;2018;Salvador;29;BA;;;;41;M;2927408;1;;;3;4225;5823;5482;4971;1;480;E;B;4;C
1,80E+11;2018;Guaíba;43;RS;;;;25;F;4309308;1;1;0;2;3927;5592;5105;4327;1;380;H;C;3;C
1,80E+11;2018;Viçosa;31;MG;;;;19;F;3171303;1;1;0;1;6496;7179;6403;7549;1;920;B;E;3;C
1,80E+11;2018;Campinas;35;SP;;;;20;F;3509502;1;1;0;3;4775;4984;4791;5097;1;260;E;E;7;E
1,80E+11;2018;São Carlos;35;SP;;;;18;F;3523602;1;1;0;1;6282;7252;6601;6766;1;920;E;E;5;G
1,80E+11;2018;Castanheira;51;MT;;;;24;M;5102850;1;1;0;2;7157;7105;6977;7109;1;820;A;A;5;G
1,80E+11;2018;Fortaleza;23;CE;;;;35;F;2304400;1;1;0;3;5135;5829;5102;4751;1;520;A;E;4;C
1,80E+11;2018;Uberlândia;31;MG;;;;23;F;3134202;1;1;0;1;4454;5986;5268;5541;1;360;C;E;1;C
1,80E+11;2018;Belém;15;PA;;;;25;F;1501402;1;1;;3;5669;5724;539;4841;1;620;C;D;4;B
1,80E+11;2018;Cachoeira;29;BA;;;;21;F;2904902;1;1;0;3;4312;474;4482;4379;1;620;D;E;4;A
1,80E+11;2018;Novo Itacolomi;41;PR;;;;18;F;4112108;1;1;0;1;6194;6373;5735;4786;1;360;B;B;4;C
1,80E+11;2018;Uberlândia;31;MG;;;;21;M;3114105;1;1;0;3;5653;6278;5807;5513;1;620;E;B;6;C
1,80E+11;2018;Osasco;35;SP;;;;22;M;3550308;1;3;0;1;5416;6311;5935;5045;1;580;E;D;5;E
1,80E+11;2018;Curitiba;41;PR;;;;17;F;4106902;1;1;0;1;5352;6185;6071;3896;1;540;E;D;4;C
1,80E+11;2018;Curaçá;29;BA;;;;20;M;2918407;1;1;0;2;5121;5489;5099;559;1;500;C;B;5;C
1,80E+11;2018;Baixo Guandu;32;ES;1;1;1;19;F;3101102;1;1;0;3;557;657;5954;6645;1;620;C;G;4;H
1,80E+11;2018;Rio de Janeiro;33;RJ;;;;24;F;3304557;1;1;0;3;4678;6453;556;4402;1;540;C;E;3;C
1,80E+11;2018;Eusébio;23;CE;;;;20;F;2306256;1;1;0;3;3991;4622;5221;4623;1;360;B;B;5;B
1,80E+11;2018;Fortaleza;23;CE;;;;34;M;2302503;1;1;1;1;5744;7219;690;5689;1;760;C;C;2;C
1,80E+11;2018;Vitória de Santo Antão;26;PE;;;;18;F;2611606;1;;0;3;4718;482;4507;4241;1;500;H;F;2;C
1,80E+11;2018;São João del Rei;31;MG;;;;21;M;3162500;1;1;0;3;6418;6812;6467;6596;1;700;C;B;2;C
1,80E+11;2018;Campina Grande;25;PB;;;;27;F;2504009;1;3;1;1;455;4344;4407;588;1;420;B;B;2;B
1,80E+11;2018;Janaúba;31;MG;;;;19;F;3135100;1;;0;3;5239;5323;5447;5112;1;640;D;E;4;F
1,80E+11;2018;São Vicente;35;SP;;;;25;M;3548500;1;1;0;3;545;5621;5874;4845;1;560;E;E;5;G
1,80E+11;2018;São Paulo;35;SP;;;;23;F;3550308;1;1;1;2;4594;663;6182;6371;1;640;F;E;2;B
1,80E+11;2018;Aparecida de Goiânia;52;GO;;;;40;M;5201108;1;3;1;3;5114;4505;5681;4228;6;0;F;E;4;C
1,80E+11;2018;São Paulo;35;SP;;;;36;F;2908705;1;1;0;1;4673;5939;4822;5334;1;280;A;A;2;D
1,80E+11;2018;Cesário Lange;35;SP;;;;21;F;3526407;1;1;0;1;5723;6681;6213;5546;1;560;F;F;3;I
1,80E+11;2018;Brasília;53;DF;;;;19;F;5300108;1;;0;1;4327;6105;6326;4242;1;600;F;E;4;F
1,80E+11;2018;Manaus;13;AM;;;;35;M;1301902;1;1;0;3;4173;5533;5367;4039;1;300;B;B;3;B
1,80E+11;2018;Petrolina;26;PE;;;;28;F;2918407;1;1;0;3;4197;4319;480;5366;1;480;B;D;11;C
1,80E+11;2018;Porto Velho;11;RO;;;;24;F;1301704;1;1;0;3;4109;5951;4966;5798;1;340;B;D;3;D
1,80E+11;2018;Barreirinhas;21;MA;;;;46;F;2101707;1;1;1;3;4721;541;4139;4746;1;360;A;B;3;C
1,80E+11;2018;Pompéu;31;MG;;;;27;F;3152006;1;1;0;2;5397;4066;5037;4498;1;480;B;B;2;B
1,80E+11;2018;Florianópolis;42;SC;;;;23;M;4205407;1;1;0;1;4695;6078;5072;6513;1;820;D;D;5;E
1,80E+11;2018;Tangará da Serra;51;MT;;;;36;F;5101803;1;3;1;1;4942;5835;4526;516;1;540;E;B;4;E
1,80E+11;2018;Itacoatiara;13;AM;;;;32;M;1304401;1;1;0;3;4257;4677;4029;3773;1;320;B;B;3;D
1,80E+11;2018;Belém;15;PA;;;;21;F;1501402;1;1;0;3;4657;5485;4753;5046;1;520;B;D;3;A
1,80E+11;2018;Fortaleza;23;CE;;;;20;M;2304400;1;1;0;3;6784;6745;6155;8902;1;540;F;E;4;G
1,80E+11;2018;Baraúna;24;RN;;;;24;M;2408003;1;1;0;1;5568;6625;638;6697;1;840;A;E;2;C
1,80E+11;2018;São Domingos do Prata;31;MG;;;;29;F;3121803;1;;0;1;4419;606;4129;4471;1;380;B;C;5;C
1,80E+11;2018;Rio Verde;52;GO;;;;24;F;1502707;1;;0;3;3844;5321;4653;4795;1;320;H;D;4;C
1,80E+11;2018;Palmeira;41;PR;;;;22;M;4117701;1;1;0;3;4318;5798;5299;5207;1;580;B;C;2;G
1,80E+11;2018;Papagaios;31;MG;;;;37;F;3167202;1;;0;1;5025;4482;4697;4801;1;340;B;C;5;C
1,80E+11;2018;Rio de Janeiro;33;RJ;;;;19;M;3304557;1;1;0;2;5377;6601;6019;7366;1;740;H;B;8;I
1,80E+11;2018;Vila Velha;32;ES;;;;24;M;3205200;1;1;1;3;4873;4721;5381;5332;1;700;D;E;2;C
1,80E+11;2018;Maceió;27;AL;;;;40;F;2704302;1;1;2;3;3938;5406;3751;4817;1;400;H;A;3;B
1,80E+11;2018;Campestre do Maranhão;21;MA;;;;18;F;;1;1;0;2;5095;508;4664;448;1;560;A;E;4;B
1,80E+11;2018;Juiz de Fora;31;MG;;;;19;F;3136702;1;1;0;2;4873;585;5719;5381;1;360;E;E;2;C
1,80E+11;2018;Bom Jesus do Tocantins;17;TO;;;;29;F;1721208;1;1;1;3;4657;6201;5305;4308;1;460;B;D;4;E
1,80E+11;2018;Ituaçu;29;BA;;;;22;F;2933307;1;1;0;2;4979;5326;5396;6426;1;560;B;C;4;C
1,80E+11;2018;Blumenau;42;SC;;;;36;F;5002704;1;;1;1;5348;5915;524;4899;1;320;C;E;4;E
1,80E+11;2018;Jaboatão dos Guararapes;26;PE;;;;17;F;2611606;1;1;0;2;4868;6445;5816;5991;1;540;E;E;5;E
1,80E+11;2018;Maracanaú;23;CE;;;;19;F;2307650;1;1;0;1;494;651;5707;4999;1;380;E;E;4;C
1,80E+11;2018;Imperatriz;21;MA;;;;23;M;2104800;1;1;0;1;501;4596;5611;5111;1;600;B;C;1;C
1,80E+11;2018;Santarém;15;PA;;;;27;M;1506005;1;1;;2;4454;6081;5715;6186;1;580;H;E;2;C
1,80E+11;2018;Ribeirão das Neves;31;MG;;;;23;F;3129806;1;1;0;3;4867;6059;5192;5233;1;640;B;E;3;C
1,80E+11;2018;Arapiraca;27;AL;;;;24;M;2700300;1;1;0;3;4495;4273;4172;4344;1;460;C;E;4;B
1,80E+11;2018;Salvador;29;BA;;;;20;M;2927408;1;1;0;0;4071;6321;4895;4926;1;680;H;H;5;B
1,80E+11;2018;Salvador;29;BA;;;;34;F;2922508;1;1;1;3;5423;6732;5683;5244;1;340;E;E;6;D
1,80E+11;2018;Ilhéus;29;BA;;;;31;F;2913606;1;1;0;3;391;5577;4114;3913;1;460;B;E;2;B
1,80E+11;2018;Teresina;22;PI;;;;22;F;2211001;1;1;0;2;5742;6152;5475;5317;1;600;E;D;4;C
1,80E+11;2018;Manaus;13;AM;;;;19;F;4304606;1;1;0;1;4312;6737;6302;5386;1;700;E;E;1;D
1,80E+11;2018;Colméia;17;TO;;;;21;M;1716703;1;3;0;3;5045;5151;4303;5353;1;380;D;E;2;B
1,80E+11;2018;Atibaia;35;SP;;;;20;F;3504107;1;1;0;1;6319;6665;6145;6735;1;600;E;E;3;C
1,80E+11;2018;Colinas do Sul;52;GO;;;;17;F;5205521;1;1;0;2;5422;6666;6745;5566;1;360;E;E;4;E
1,80E+11;2018;Rio de Janeiro;33;RJ;;;;32;F;;1;1;1;3;4433;4741;5005;3985;1;320;B;D;5;B
1,80E+11;2018;Ferreiros;26;PE;;;;25;F;2615300;1;1;0;3;6301;671;5677;7279;1;920;A;B;5;B
1,80E+11;2018;Jataí;52;GO;;;;22;M;5211909;1;1;0;1;5654;6898;6709;6935;1;820;H;E;3;E
1,80E+11;2018;Fortaleza;23;CE;;;;19;F;2304400;1;1;0;1;5507;5703;4944;464;1;520;D;D;4;B
1,80E+11;2018;Mocajuba;15;PA;;;;29;M;1504604;1;1;0;3;4838;5582;5901;6527;1;660;C;D;5;F
1,80E+11;2018;Arapiraca;27;AL;;;;28;F;2700300;1;1;0;3;4785;5326;5167;6209;1;620;A;B;9;F
1,80E+11;2018;Araucária;41;PR;;;;18;F;4101804;1;1;0;3;4565;5376;5068;4277;1;280;B;C;4;B
1,80E+11;2018;Fortaleza;23;CE;;;;20;F;2304400;1;1;0;3;3955;5637;4972;5055;1;340;B;B;5;C
1,80E+11;2018;Poá;35;SP;;;;35;F;3552502;1;1;1;3;4448;5525;5393;4698;1;560;D;E;2;C
1,80E+11;2018;Vitória da Conquista;29;BA;;;;21;F;2918001;1;1;0;3;4313;585;4845;4038;1;720;B;B;5;C
1,80E+11;2018;Nova Lima;31;MG;;;;20;M;3144805;1;1;0;3;6113;7129;692;6111;1;800;E;E;4;C
1,80E+11;2018;Natal;24;RN;1;1;1;19;M;5300108;1;1;0;0;5657;6209;5133;5189;1;780;E;E;4;B
1,80E+11;2018;Foz do Iguaçu;41;PR;;;;18;F;4108304;1;1;0;3;3702;541;5295;4561;1;360;C;E;3;C
1,80E+11;2018;São Paulo;35;SP;;;;25;M;3550308;1;3;;1;5133;4784;4994;5857;1;500;E;E;4;C
1,80E+11;2018;Caaporã;25;PB;;;;18;F;2507507;1;3;0;3;4532;605;5625;5687;1;420;C;D;6;B
1,80E+11;2018;Materlândia;31;MG;;;;16;F;;1;;0;0;4041;5656;4875;431;1;440;B;E;3;C
1,80E+11;2018;São João dos Patos;21;MA;;;;18;F;2111102;1;1;0;3;5668;6374;575;636;1;900;D;F;3;D
1,80E+11;2018;Teresina;22;PI;;;;21;F;2211001;1;1;1;3;4063;5302;4661;5021;1;280;B;E;6;B
1,80E+11;2018;Bambuí;31;MG;;;;20;M;3105103;1;1;0;3;5917;4963;5641;5131;1;680;D;E;4;G
1,80E+11;2018;Manaus;13;AM;;;;39;M;1302603;1;1;0;3;4583;6144;3717;4771;1;560;F;E;1;A
1,80E+11;2018;Capitão Poço;15;PA;;;;21;M;1502301;1;1;0;3;447;5178;4051;4435;1;360;B;C;3;B
1,80E+11;2018;Caieiras;35;SP;;;;25;F;3516408;1;1;0;3;4224;5273;3954;524;1;300;B;B;2;C
1,80E+11;2018;Parnamirim;24;RN;;;;30;M;2408102;1;3;0;1;4282;4653;4616;3959;1;560;B;B;3;C
1,80E+11;2018;Camaçari;29;BA;;;;21;M;2910057;1;1;1;3;4765;5831;5485;5258;1;460;H;C;2;B
1,80E+11;2018;São Luís;21;MA;;;;16;F;2111300;1;;0;3;389;4942;4331;5139;1;400;D;C;4;B
1,80E+11;2018;Rondonópolis;51;MT;;;;31;F;3301702;1;1;0;3;4831;617;5417;494;1;520;C;C;2;D
1,80E+11;2018;Itapipoca;23;CE;;;;24;F;2306405;1;1;0;3;5724;6054;5966;4942;1;680;E;E;4;C
1,80E+11;2018;Campo Bom;43;RS;;;;18;M;4313409;1;1;0;1;4798;5972;5566;6178;1;540;C;C;3;C
1,80E+11;2018;Goiânia;52;GO;;;;24;F;5201405;1;1;0;3;4544;5808;4995;5997;1;560;E;G;2;E
1,80E+11;2018;São João da Boa Vista;35;SP;;;;17;M;3124104;1;1;0;3;4416;4367;5681;6395;1;320;H;H;5;C
1,80E+11;2018;Maceió;27;AL;1;1;1;17;M;2704302;1;1;0;3;5947;664;5907;4461;1;820;C;D;4;C
1,80E+11;2018;Viçosa;31;MG;;;;19;F;3171303;1;1;0;3;6094;6035;5852;721;1;920;D;B;4;E
1,80E+11;2018;Fazenda Rio Grande;41;PR;;;;21;F;4106902;1;1;0;1;6791;7099;6448;7543;1;840;E;E;4;H
1,80E+11;2018;São Paulo;35;SP;;;;42;F;3550308;1;3;0;3;4152;6128;3999;4031;1;260;E;C;6;C
1,80E+11;2018;Ribeirão Pires;35;SP;;;;19;F;3543303;1;1;0;1;4572;5452;4453;4828;1;400;E;E;6;E
1,80E+11;2018;Macapá;16;AP;;;;19;F;1600303;1;1;;1;4711;6077;5539;5236;1;760;D;D;9;C
1,80E+11;2018;Salvador;29;BA;;;;31;M;2927408;1;1;0;3;4846;4981;5385;5744;1;480;C;C;2;C
1,80E+11;2018;São Luís Gonzaga do Maranhão;21;MA;;;;18;M;2111409;1;1;0;3;5391;5789;5021;5001;1;300;B;D;5;A
1,80E+11;2018;Rio Negrinho;42;SC;;;;26;F;4215000;1;1;0;1;5334;6456;5861;452;1;640;C;B;3;E
1,80E+11;2018;Pacajus;23;CE;;;;30;F;2309607;1;3;1;3;4377;5933;4866;5586;1;540;B;B;4;C
1,80E+11;2018;Cuiabá;51;MT;;;;21;F;5103403;1;1;0;2;3888;580;465;5092;1;520;C;E;3;C
1,80E+11;2018;Couto de Magalhães de Minas;31;MG;;;;20;F;3121605;1;1;0;3;4276;5124;5435;4007;1;440;B;D;5;C
1,80E+11;2018;Três Lagoas;50;MS;;;;18;F;;1;1;0;2;5422;6211;5135;5308;1;860;F;E;4;D
1,80E+11;2018;Gália;35;SP;;;;24;F;3516606;1;2;0;3;3866;4579;4485;5307;9;0;B;B;5;G
1,80E+11;2018;Brasília;53;DF;;;;38;M;2906857;1;1;1;3;4625;5703;5404;6826;1;440;B;B;4;C
1,80E+11;2018;Aquiraz;23;CE;;;;23;M;2301000;1;1;0;3;4955;6853;6364;7235;1;500;D;C;5;A
1,80E+11;2018;Itaberaba;29;BA;;;;21;M;2914703;1;1;0;3;4149;6413;5216;4073;1;460;H;E;3;B
1,80E+11;2018;Cotia;35;SP;;;;18;F;3550308;1;1;0;3;4732;5288;5299;3991;1;700;C;C;4;E
1,80E+11;2018;Belém;15;PA;;;;20;F;1501402;1;1;0;3;4455;4013;3613;5311;1;360;D;E;3;C
1,80E+11;2018;Nova Mamoré;11;RO;;;;27;F;1100304;1;3;0;1;543;5605;5721;6513;1;480;B;C;6;B
1,80E+11;2018;Monsenhor Hipólito;22;PI;;;;19;F;2208007;1;1;0;4;5103;5512;5576;4471;1;960;A;B;3;B
1,80E+11;2018;Maracanaú;23;CE;;;;41;F;2304400;1;1;2;3;5363;6495;5623;4866;1;560;C;B;3;C
1,80E+11;2018;Delmiro Gouveia;27;AL;;;;24;M;2924009;1;3;0;3;485;5168;5677;5559;1;480;E;B;3;C
1,80E+11;2018;Salvador;29;BA;;;;43;F;2927408;1;;1;3;4606;4734;4355;5079;1;460;B;A;8;B
1,80E+11;2018;Goiânia;52;GO;;;;23;M;5208707;1;1;0;4;6646;6727;5998;7039;1;900;G;E;4;G
1,80E+11;2018;São José de Ribamar;21;MA;;;;20;M;3509502;1;;0;1;497;4831;5061;5007;1;660;C;E;5;B
1,80E+11;2018;Feira de Santana;29;BA;;;;32;M;2300754;1;1;0;3;3666;5227;4885;4446;1;360;B;B;6;C
1,80E+11;2018;Cuiabá;51;MT;;;;20;M;5103403;1;1;0;3;5118;6077;5747;6081;1;420;E;G;3;H
1,80E+11;2018;Itapecerica da Serra;35;SP;;;;21;F;3550308;1;1;0;2;4686;5913;5551;5828;1;720;H;B;6;C
1,80E+11;2018;Alagoinhas;29;BA;;;;39;F;2900702;1;;2;3;4969;4265;4369;4793;1;560;E;E;5;B
1,80E+11;2018;Salvador;29;BA;;;;21;F;;1;;0;2;4994;5739;5312;4328;1;320;E;C;4;A
1,80E+11;2018;Cuité;25;PB;;;;19;F;2505105;1;1;0;1;5266;4623;5366;5559;1;560;E;E;4;E
1,80E+11;2018;Carpina;26;PE;;;;38;F;2604007;1;1;1;3;4031;5858;5033;4298;1;360;B;B;4;B
1,80E+11;2018;Itapecerica da Serra;35;SP;;;;17;F;3550308;1;1;0;1;553;6222;6146;4731;1;600;E;E;4;A
1,80E+11;2018;São Luís;21;MA;;;;31;F;1702109;1;1;0;1;5088;6141;5843;4531;1;380;B;F;5;E
1,80E+11;2018;Campo Grande;50;MS;;;;20;F;5002704;1;1;0;1;4616;5968;5601;6822;1;580;E;E;5;G
1,80E+11;2018;Contagem;31;MG;;;;21;F;3118601;1;1;0;3;4248;5849;5355;543;1;360;C;E;3;D
1,80E+11;2018;Araguaína;17;TO;;;;24;F;1702109;1;1;0;3;393;5514;5671;5099;1;360;B;B;1;C
1,80E+11;2018;Piracicaba;35;SP;;;;23;F;3145307;1;1;0;1;4212;4878;407;447;1;520;B;C;3;B
